"Coffee Cups/Day","Hours Studied","Previous Scores","Extracurricular Activities","Sleep Hours","Sample Question Papers Practiced","Performance Index"
-1,1,57,-1,5,9,32.
4,9,90,1,8,7,89.
1,5,43,-1,4,8,30.
0,2,59,1,9,8,37.
3,8,97,1,6,3,91.
1,2,48,1,5,5,26.
2,3,55,1,5,2,32.
-1,1,65,-1,4,0,34.
1,2,77,-1,4,5,51.
4,7,64,1,7,0,56.
0,2,43,1,7,8,26.
2,6,80,1,9,5,73.
1,3,98,-1,9,0,80.
1,4,84,1,4,2,69.
4,8,80,1,4,0,73.
1,3,77,1,6,1,55.
2,6,92,1,7,5,82.
-1,1,58,1,5,6,32.
3,7,53,-1,7,0,41.
3,8,60,1,7,9,55.
4,8,54,-1,4,4,43.
1,3,42,-1,4,5,20.
0,1,76,-1,7,3,50.
3,9,92,-1,8,5,90.
3,6,89,-1,8,4,82.
3,9,85,1,9,6,85.
3,7,55,-1,7,3,49.
-1,1,53,-1,8,0,24.
0,1,48,1,9,1,25.
3,6,86,-1,9,5,76.
2,5,46,1,7,9,33.
3,9,53,1,9,1,48.
1,2,45,1,4,4,21.
4,8,60,1,4,3,58.
2,5,54,1,4,6,40.
0,2,91,-1,5,3,67.
3,6,47,1,4,6,35.
4,8,73,1,4,7,68.
1,4,79,-1,7,6,66.
1,2,40,-1,8,1,16.
1,5,71,-1,8,0,57.
1,2,97,-1,4,4,73.
1,2,88,1,4,6,64.
2,6,90,-1,4,0,77.
3,9,44,1,9,7,46.
2,4,69,-1,7,2,50.
3,6,61,-1,7,6,50.
4,7,59,-1,7,2,51.
3,6,55,-1,8,3,43.
3,8,46,-1,5,7,40.
1,4,46,1,8,1,30.
0,1,89,1,7,5,63.
3,7,89,1,6,9,82.
1,3,41,-1,5,8,20.
2,6,86,1,4,9,73.
1,2,53,-1,9,8,32.
4,9,70,-1,8,4,67.
0,1,89,1,9,2,69.
3,6,80,1,5,5,67.
2,6,53,-1,6,8,44.
2,5,44,-1,5,5,29.
2,5,50,1,8,3,38.
0,1,79,-1,7,4,52.
1,5,44,1,4,6,25.
0,2,68,1,7,9,46.
4,7,50,-1,7,2,42.
1,3,44,-1,8,8,24.
1,4,88,-1,7,0,70.
2,3,93,-1,7,7,78.
1,3,71,1,8,4,51.
2,4,75,-1,8,9,61.
1,5,54,1,6,8,38.
0,1,58,1,7,1,34.
1,4,61,-1,5,0,42.
4,8,73,1,4,9,68.
4,7,95,-1,9,6,87.
3,9,56,-1,4,9,53.
1,5,51,1,8,8,39.
2,4,64,1,9,4,45.
4,8,95,1,8,3,89.
4,9,56,-1,6,3,53.
4,7,49,-1,7,7,39.
3,7,67,1,8,0,59.
2,5,96,-1,8,0,81.
2,4,57,-1,4,7,40.
0,1,90,1,7,1,64.
3,7,57,-1,6,9,53.
-1,1,84,1,8,5,56.
0,1,71,1,8,1,44.
2,5,53,1,8,4,41.
4,9,95,-1,4,2,91.
2,6,55,1,8,6,46.
1,3,89,1,8,8,65.
2,3,97,1,4,1,76.
3,7,57,1,8,6,50.
2,6,55,-1,7,7,45.
3,9,56,1,7,9,55.
3,6,46,-1,4,7,33.
2,5,51,1,7,6,37.
4,7,73,-1,9,3,63.
0,1,49,-1,9,3,24.
4,7,44,-1,9,9,37.
2,3,60,-1,6,8,39.
3,9,42,1,8,9,41.
2,6,58,1,6,8,46.
3,9,84,-1,7,4,78.
1,5,83,-1,4,6,69.
3,7,74,-1,9,6,71.
1,4,45,1,4,8,28.
4,7,53,-1,6,6,45.
-1,1,43,-1,7,7,20.
3,7,84,1,8,6,81.
3,8,90,1,7,3,85.
2,5,57,1,9,1,42.
0,2,68,1,7,2,46.
2,5,74,1,4,6,60.
3,6,91,1,5,8,82.
0,2,77,-1,9,1,55.
3,6,55,-1,8,6,44.
2,6,59,1,9,3,47.
-1,1,63,-1,9,6,41.
0,1,74,1,8,4,48.
2,3,83,-1,9,6,62.
2,3,90,1,4,5,64.
1,4,58,1,7,1,40.
0,2,95,-1,4,6,70.
4,9,43,-1,7,4,39.
4,7,72,1,5,8,63.
4,7,41,1,9,0,32.
2,6,52,1,5,0,37.
2,3,97,1,6,1,75.
3,6,84,1,7,7,72.
4,8,69,1,4,8,63.
3,8,73,-1,4,6,64.
3,9,69,-1,9,0,69.
0,1,90,-1,4,6,63.
0,1,93,-1,6,7,65.
1,3,63,-1,8,6,44.
1,3,87,1,4,4,65.
4,8,83,1,9,6,81.
-1,1,72,-1,5,9,45.
0,2,80,1,4,1,59.
0,2,88,-1,4,8,67.
1,3,49,-1,4,1,34.
2,6,57,1,9,1,46.
-1,1,58,1,8,4,35.
0,2,46,-1,4,7,22.
0,1,96,-1,8,5,72.
1,5,58,-1,8,8,47.
4,7,63,-1,6,5,55.
3,8,54,1,5,4,47.
-1,1,80,-1,4,0,55.
4,7,81,1,4,7,74.
2,5,62,-1,4,2,49.
0,1,91,-1,8,1,68.
1,3,91,1,7,6,72.
4,7,43,1,5,1,32.
0,1,77,1,9,0,51.
4,7,43,1,4,1,34.
2,5,44,1,7,5,33.
0,1,80,-1,7,1,56.
0,1,83,-1,7,0,54.
0,1,62,-1,5,0,33.
3,9,79,1,7,3,78.
1,3,92,1,9,7,77.
1,5,76,1,4,5,62.
4,9,50,-1,9,3,51.
3,6,94,1,4,5,78.
4,9,50,-1,6,5,46.
3,8,52,-1,8,8,50.
4,8,53,-1,7,3,47.
0,1,99,1,9,5,74.
3,9,47,-1,8,9,47.
3,6,64,-1,8,0,52.
3,9,57,-1,8,6,54.
1,3,90,1,8,6,69.
2,3,83,-1,8,0,64.
2,6,83,1,4,7,69.
4,9,57,1,5,4,58.
3,7,49,-1,7,8,37.
1,3,46,-1,7,7,26.
1,3,99,1,4,2,80.
1,2,89,-1,9,0,64.
3,9,83,1,4,2,78.
1,3,53,1,8,1,35.
1,5,54,1,5,1,36.
3,9,55,-1,7,3,55.
3,8,41,1,9,1,36.
0,2,69,1,6,7,46.
1,3,69,-1,4,4,51.
0,2,57,-1,6,0,30.
3,8,70,1,7,5,68.
2,6,83,1,4,6,69.
2,6,87,1,7,0,78.
3,9,52,-1,4,2,51.
4,8,59,1,9,8,55.
1,4,88,1,7,6,72.
1,4,89,-1,6,3,71.
4,9,74,-1,5,5,69.
-1,1,62,1,9,5,38.
0,2,81,-1,9,2,61.
0,2,72,1,4,1,49.
2,6,77,1,6,4,67.
2,4,74,-1,7,7,56.
1,3,90,1,6,2,68.
2,3,75,1,9,4,60.
1,3,59,-1,4,2,34.
2,6,94,1,6,6,83.
4,8,42,-1,7,5,37.
4,7,47,1,8,5,42.
2,4,79,-1,9,0,62.
2,4,98,-1,5,1,80.
0,2,71,-1,5,5,46.
-1,1,68,-1,9,7,47.
3,9,46,-1,8,4,46.
0,2,41,-1,4,1,13.
3,8,60,1,6,4,55.
3,9,45,1,6,8,42.
1,4,67,-1,8,5,51.
3,8,87,1,8,4,81.
4,9,81,-1,7,9,75.
2,5,75,-1,7,5,59.
4,7,71,1,5,8,62.
2,4,84,-1,4,6,65.
0,1,81,1,4,9,51.
2,3,92,-1,8,2,73.
1,5,85,-1,5,9,68.
2,3,48,1,5,9,28.
4,7,50,-1,7,4,39.
3,9,62,-1,6,3,55.
3,6,89,-1,4,4,76.
-1,1,50,1,5,7,24.
4,7,88,1,7,5,81.
2,3,41,1,7,3,24.
2,5,42,1,7,4,29.
1,4,50,1,6,6,37.
1,5,89,-1,5,7,74.
2,5,98,1,8,4,84.
2,6,74,1,8,1,64.
3,6,97,-1,7,5,90.
3,8,54,-1,7,8,46.
4,8,82,1,6,2,79.
4,9,50,-1,7,6,48.
4,8,70,-1,9,7,65.
1,2,67,-1,5,5,46.
-1,1,67,1,7,2,39.
0,2,71,-1,7,0,49.
1,2,64,-1,5,2,39.
1,3,59,1,4,5,40.
3,7,67,-1,9,3,60.
1,2,64,-1,9,0,43.
0,1,50,1,8,5,25.
3,6,58,1,7,0,45.
4,9,67,1,5,7,64.
2,3,40,-1,8,2,20.
2,6,98,1,6,2,87.
1,3,44,1,4,0,23.
0,1,49,-1,7,2,23.
2,5,81,-1,4,6,67.
2,4,85,-1,7,9,74.
4,7,73,-1,7,7,64.
2,6,75,-1,7,7,66.
4,7,41,1,4,2,29.
1,5,57,1,9,4,42.
1,4,52,1,6,0,37.
3,7,90,-1,9,8,82.
4,7,44,1,5,7,35.
2,6,59,-1,5,9,46.
4,8,41,-1,9,1,40.
1,4,50,1,6,9,34.
2,5,69,1,6,0,52.
1,4,71,-1,7,3,52.
-1,1,71,-1,7,8,50.
4,8,97,1,5,7,91.
-1,1,89,1,7,2,64.
2,5,77,-1,7,9,67.
3,6,94,-1,6,5,85.
2,6,67,-1,4,8,53.
2,5,49,-1,9,9,35.
2,3,61,1,8,7,41.
1,5,94,1,8,9,81.
3,8,56,-1,7,4,52.
1,2,61,-1,7,8,39.
2,6,82,1,9,8,72.
3,9,58,-1,8,2,55.
3,8,56,-1,6,7,49.
3,8,63,-1,8,3,60.
4,8,75,-1,8,9,69.
4,7,71,-1,8,6,63.
3,8,97,-1,7,9,94.
3,6,95,1,7,7,86.
0,2,97,-1,9,6,75.
0,2,85,1,8,4,66.
3,8,98,1,7,0,97.
-1,1,91,1,9,7,71.
3,6,75,-1,8,4,59.
2,6,67,-1,6,2,54.
2,4,53,-1,7,1,34.
2,3,97,1,4,2,77.
2,3,75,1,9,8,60.
0,1,45,-1,7,1,16.
1,3,48,-1,6,9,30.
2,4,60,1,6,0,42.
2,5,51,1,7,1,36.
1,3,97,1,5,1,77.
3,6,69,-1,9,4,58.
2,5,70,1,8,0,58.
2,3,79,1,8,9,60.
2,6,95,1,6,7,87.
2,6,43,-1,7,1,30.
3,8,70,-1,5,5,59.
1,2,66,-1,9,4,42.
-1,1,97,1,4,1,70.
1,4,96,1,8,9,82.
4,7,64,1,9,0,56.
2,3,44,1,9,5,24.
2,3,45,-1,5,5,27.
2,5,44,1,9,2,33.
2,5,90,1,8,7,75.
1,3,66,-1,7,8,45.
3,9,47,1,8,2,45.
1,4,48,1,4,8,30.
1,3,54,1,7,7,29.
0,2,75,-1,6,4,50.
3,9,96,1,5,5,95.
2,4,80,-1,8,0,63.
2,3,46,1,7,4,24.
3,7,71,-1,9,9,63.
4,8,47,-1,7,9,41.
1,2,86,-1,8,6,69.
3,7,90,1,6,0,81.
2,5,54,1,8,9,40.
2,5,76,-1,6,8,66.
2,3,58,-1,9,6,40.
1,5,78,1,8,3,63.
0,2,45,-1,7,3,21.
1,4,98,1,4,9,81.
2,6,58,1,4,6,47.
-1,1,96,-1,9,5,69.
1,4,67,-1,7,2,47.
2,6,56,1,4,8,44.
4,9,81,1,9,5,78.
0,2,58,1,6,1,36.
3,7,70,-1,7,9,60.
3,6,50,1,6,1,43.
0,2,54,-1,7,0,30.
3,8,49,-1,6,4,43.
3,7,82,1,6,9,75.
1,5,62,-1,4,5,46.
1,5,42,-1,7,2,29.
4,7,42,-1,8,3,33.
4,9,57,-1,4,4,51.
3,9,64,1,6,3,58.
4,9,82,1,6,8,81.
2,6,59,-1,8,2,49.
2,6,97,-1,8,4,84.
2,3,68,-1,6,6,47.
-1,1,61,-1,8,6,38.
4,7,89,-1,5,5,78.
1,4,96,1,4,8,77.
0,1,54,1,7,6,29.
4,8,78,1,8,3,76.
2,6,49,1,8,9,41.
3,6,60,-1,5,8,51.
0,2,94,-1,7,5,70.
-1,1,91,1,5,0,63.
1,2,68,1,7,8,46.
1,4,71,1,4,6,53.
0,2,49,-1,8,5,25.
-1,1,52,-1,4,5,26.
4,7,86,-1,7,3,74.
4,8,62,1,8,3,57.
3,6,89,1,5,2,80.
2,4,62,-1,6,7,45.
2,6,70,-1,5,7,56.
1,3,43,-1,6,1,19.
4,8,91,1,5,4,86.
0,2,88,-1,7,8,70.
2,5,99,-1,4,8,85.
0,1,42,1,6,6,16.
3,6,60,-1,7,3,47.
0,2,92,-1,4,3,65.
1,4,41,-1,4,9,23.
2,6,43,-1,8,6,29.
3,8,40,1,8,2,36.
4,8,54,-1,8,2,49.
2,6,96,1,6,4,85.
1,4,72,-1,6,5,56.
3,8,45,1,4,7,39.
3,8,46,-1,6,0,40.
0,1,58,-1,4,6,33.
1,4,83,1,7,7,67.
1,4,40,-1,5,4,19.
3,7,78,-1,4,9,74.
4,7,58,1,4,1,47.
3,8,84,-1,7,3,77.
1,5,65,-1,8,5,52.
4,7,83,-1,9,8,76.
3,8,51,-1,8,1,42.
4,9,61,-1,8,3,56.
2,3,52,1,4,9,30.
1,3,67,1,4,4,47.
2,4,53,-1,6,7,34.
2,5,61,-1,6,7,48.
-1,1,69,1,5,1,42.
4,7,83,1,5,5,74.
3,9,59,1,9,5,58.
3,8,83,1,6,4,75.
1,5,66,1,4,7,54.
2,4,77,1,7,9,62.
4,7,98,-1,6,1,88.
2,5,81,-1,4,1,64.
4,7,91,-1,6,6,81.
-1,1,95,-1,8,8,69.
-1,1,80,-1,6,2,51.
2,3,73,1,9,6,52.
1,2,78,1,8,2,58.
1,2,80,1,4,5,55.
3,7,96,1,8,2,86.
0,2,83,1,6,0,62.
1,4,76,1,8,5,60.
1,2,40,-1,9,2,15.
3,6,93,-1,7,0,82.
4,8,54,1,8,4,52.
2,4,71,-1,9,7,57.
2,5,47,1,8,7,34.
2,4,72,-1,5,7,55.
2,3,57,1,7,2,39.
2,5,84,1,4,7,73.
3,9,68,-1,9,3,64.
3,8,71,1,8,7,67.
3,8,72,-1,7,2,67.
3,8,44,-1,4,2,36.
3,8,57,1,7,0,52.
3,7,87,1,9,7,85.
4,8,97,1,5,7,91.
4,8,49,-1,9,8,42.
3,8,75,-1,9,5,74.
3,7,72,1,4,1,65.
-1,1,62,1,4,0,36.
1,4,79,1,8,7,63.
2,4,44,1,6,9,29.
1,5,73,1,9,3,60.
3,6,63,1,4,6,50.
1,4,56,1,9,9,40.
1,2,70,-1,9,3,48.
2,6,46,-1,4,0,33.
4,8,56,1,5,7,51.
3,8,67,1,5,9,64.
4,7,77,-1,9,8,70.
2,6,61,1,5,9,49.
0,2,54,-1,9,8,33.
4,7,76,-1,8,8,69.
2,5,54,1,4,3,41.
3,6,89,-1,9,8,79.
3,8,89,-1,5,3,81.
3,8,64,1,5,1,57.
2,3,92,1,7,9,73.
4,7,60,-1,7,2,49.
0,1,94,1,5,1,64.
-1,1,77,-1,8,0,49.
4,7,41,-1,6,5,31.
4,9,66,-1,9,3,61.
3,7,88,-1,7,6,81.
1,5,71,-1,9,6,59.
4,8,60,-1,7,9,54.
1,2,43,1,4,0,18.
4,9,83,1,4,8,80.
3,6,58,1,5,7,43.
3,9,41,1,4,9,39.
1,2,65,-1,4,0,39.
1,3,73,-1,6,7,51.
4,8,53,-1,8,4,49.
-1,1,54,-1,5,0,27.
4,7,59,-1,6,3,51.
4,7,73,1,5,6,64.
0,1,75,1,8,4,51.
4,9,58,1,5,2,56.
4,8,48,-1,9,3,46.
1,4,46,-1,9,1,28.
1,5,69,1,9,7,57.
1,2,52,-1,4,1,28.
3,9,66,-1,8,5,65.
3,6,83,1,6,6,71.
1,3,74,-1,6,6,54.
3,7,52,1,7,0,44.
3,9,54,1,6,7,52.
1,3,85,1,9,8,71.
0,2,95,1,9,6,74.
4,7,48,-1,7,7,38.
3,7,84,-1,4,3,75.
2,4,62,-1,6,7,43.
4,9,93,1,8,2,90.
3,8,75,-1,7,0,69.
-1,1,92,1,6,7,67.
0,1,79,-1,4,5,52.
2,5,42,-1,8,8,27.
3,6,73,1,8,2,63.
2,3,58,-1,4,7,41.
3,9,67,1,6,8,67.
3,6,62,1,5,8,47.
1,4,79,-1,6,6,61.
3,7,88,-1,7,9,82.
3,8,84,-1,7,2,75.
4,9,46,-1,6,2,37.
3,6,80,1,9,1,68.
2,6,51,1,7,0,37.
4,8,53,-1,5,1,49.
2,5,85,-1,9,4,73.
1,3,54,-1,5,0,32.
2,3,42,1,8,9,23.
3,6,54,-1,7,3,43.
1,2,90,1,9,9,70.
3,6,63,-1,6,9,53.
2,6,91,-1,9,0,81.
3,8,85,1,8,9,84.
3,7,47,1,5,7,38.
4,8,44,-1,8,4,40.
4,9,90,1,4,9,88.
3,6,43,1,7,3,32.
1,3,53,-1,6,2,31.
2,3,55,1,5,8,35.
0,1,59,1,8,5,34.
2,5,63,-1,6,0,49.
1,4,45,-1,7,7,28.
4,9,94,1,6,9,91.
4,9,96,-1,7,1,90.
1,5,70,1,7,8,55.
2,4,45,1,7,6,27.
4,7,74,1,8,2,67.
2,6,54,-1,7,3,41.
2,4,68,1,6,2,53.
0,2,42,1,4,5,15.
0,1,50,1,6,8,26.
1,4,42,-1,8,9,22.
1,4,67,-1,7,8,48.
0,1,49,-1,4,0,19.
3,6,89,1,8,9,78.
2,4,72,1,5,5,53.
0,1,87,-1,5,0,61.
0,1,55,1,5,3,30.
-1,1,98,1,4,6,70.
3,8,49,1,6,3,42.
3,8,72,1,4,8,67.
1,2,75,-1,4,9,51.
4,7,42,-1,4,4,35.
4,8,44,-1,5,8,38.
4,8,51,1,9,0,44.
4,7,96,1,6,3,86.
2,5,83,-1,9,6,68.
-1,1,52,-1,9,1,25.
3,9,63,-1,4,8,59.
3,7,83,1,6,2,74.
0,2,96,-1,9,3,73.
3,6,71,1,7,3,61.
1,2,55,-1,4,7,32.
0,1,71,1,4,1,41.
4,7,84,1,4,4,72.
0,2,76,-1,7,1,51.
1,2,95,1,7,5,72.
2,5,75,1,5,8,60.
1,5,60,-1,8,8,46.
4,7,86,-1,6,0,77.
0,1,51,-1,8,3,23.
4,8,90,1,4,3,82.
2,3,60,1,9,0,37.
1,4,99,-1,4,9,80.
4,9,90,-1,9,1,87.
1,4,60,1,5,5,41.
1,5,82,-1,8,9,67.
4,7,92,-1,4,2,81.
1,4,45,1,8,8,30.
-1,1,48,1,5,2,19.
4,9,40,-1,8,2,39.
1,4,51,1,9,8,34.
4,9,97,1,6,2,93.
3,6,53,-1,5,5,43.
0,1,45,-1,8,5,21.
1,3,40,-1,4,0,17.
1,2,61,1,7,6,40.
4,9,73,-1,7,8,68.
0,1,95,1,5,8,74.
4,9,50,-1,7,8,45.
4,9,42,1,6,1,38.
3,8,81,1,5,0,76.
3,8,45,-1,4,5,38.
-1,1,45,1,4,5,18.
4,8,59,-1,5,3,54.
2,3,60,-1,7,7,42.
3,7,41,1,7,4,31.
0,1,65,1,4,6,42.
0,1,70,1,6,8,44.
1,5,65,-1,9,0,54.
2,5,95,-1,7,8,83.
3,8,71,-1,6,3,64.
4,7,49,-1,7,6,38.
4,8,62,-1,9,3,57.
2,6,97,-1,5,3,83.
3,6,45,1,8,3,34.
1,2,62,-1,4,5,39.
3,6,67,-1,5,4,56.
1,5,88,-1,7,1,76.
2,3,69,-1,9,8,49.
2,6,53,1,4,5,41.
4,8,76,1,8,9,69.
3,9,94,1,8,5,93.
-1,1,71,-1,9,8,44.
1,3,88,-1,9,0,73.
1,3,73,-1,7,6,56.
3,8,80,1,4,2,70.
0,1,83,-1,7,3,56.
2,5,90,-1,8,0,77.
1,3,61,1,5,2,40.
0,2,70,1,5,6,47.
4,8,46,-1,6,5,40.
1,3,80,1,8,0,62.
3,7,60,-1,8,8,57.
0,1,55,-1,7,3,26.
2,6,59,1,6,6,47.
2,3,82,-1,9,3,59.
3,8,83,1,6,6,78.
2,6,86,1,4,4,77.
1,2,89,-1,7,0,67.
3,6,58,1,9,3,49.
3,7,87,-1,9,2,80.
1,5,71,-1,5,5,54.
2,3,54,1,4,5,30.
1,4,44,1,6,0,29.
1,4,50,1,5,1,31.
3,6,54,-1,8,1,42.
0,1,68,-1,7,9,39.
2,4,89,-1,6,3,70.
2,4,84,-1,8,8,69.
0,1,43,-1,9,1,18.
3,9,88,-1,6,7,89.
2,4,75,-1,5,0,56.
4,7,87,1,4,7,78.
2,3,62,-1,5,2,44.
1,3,54,-1,7,4,36.
3,8,85,1,7,0,76.
3,8,83,-1,6,0,79.
0,1,42,-1,5,5,12.
1,2,71,1,4,2,48.
3,8,49,-1,9,7,46.
0,1,79,1,7,3,54.
3,8,77,-1,4,5,69.
4,8,61,-1,8,9,56.
1,2,53,1,6,8,26.
2,4,56,1,4,7,39.
2,6,60,-1,6,3,48.
4,9,90,-1,8,9,92.
3,8,87,1,4,7,81.
3,8,54,-1,4,6,46.
4,7,97,1,9,4,89.
4,9,54,1,8,6,51.
1,2,40,1,5,6,16.
1,3,63,-1,4,9,40.
3,8,94,-1,9,1,90.
3,6,94,-1,4,6,83.
3,9,51,1,9,2,46.
2,4,49,-1,7,7,32.
3,8,85,1,5,7,82.
1,3,81,1,4,8,63.
2,3,81,-1,8,3,59.
3,8,91,-1,6,9,89.
2,5,70,1,8,2,55.
2,3,50,-1,5,8,29.
-1,1,93,1,7,8,68.
1,3,55,-1,7,1,32.
4,9,48,1,7,5,44.
2,5,86,-1,9,2,75.
1,2,53,1,8,4,33.
3,7,58,-1,6,1,49.
0,2,70,1,6,3,47.
1,4,48,1,9,2,35.
3,7,75,1,4,1,67.
1,4,92,1,9,5,77.
3,7,78,1,6,2,65.
3,7,93,1,6,3,86.
-1,1,65,-1,4,5,40.
2,6,47,1,8,4,37.
3,9,63,1,8,3,57.
1,2,47,-1,5,3,23.
1,3,58,-1,8,1,42.
2,5,86,1,7,9,73.
3,9,87,-1,7,3,88.
1,4,69,-1,5,7,53.
0,1,97,1,6,4,72.
1,4,61,1,5,9,47.
3,6,94,-1,4,9,81.
2,5,48,-1,5,7,30.
0,1,97,-1,5,5,68.
2,4,97,-1,9,9,83.
3,6,83,-1,7,4,73.
1,4,87,-1,4,3,67.
3,9,43,1,9,9,45.
1,5,76,-1,4,8,61.
3,8,47,1,5,9,43.
3,9,40,1,9,4,37.
2,5,67,-1,9,9,54.
2,6,45,1,4,5,29.
0,1,86,-1,4,6,59.
3,7,75,1,8,0,67.
2,4,92,-1,4,8,73.
0,2,50,1,9,7,29.
2,5,44,-1,6,4,29.
1,3,89,1,4,2,67.
3,6,63,-1,7,4,51.
4,8,86,1,8,4,80.
3,7,57,1,7,8,48.
2,3,59,1,7,6,42.
4,8,67,-1,6,1,57.
1,2,52,-1,8,4,31.
4,9,44,-1,5,8,38.
2,4,69,-1,9,1,55.
-1,1,40,-1,9,7,16.
3,8,61,1,4,2,53.
4,7,57,-1,9,3,51.
2,5,85,-1,6,1,72.
1,5,44,1,9,8,33.
4,7,70,-1,6,5,62.
1,5,45,-1,5,8,30.
3,8,66,-1,6,7,63.
3,6,95,-1,5,8,84.
2,5,64,-1,5,4,49.
4,9,68,-1,5,5,66.
1,2,67,1,6,6,44.
-1,1,55,-1,5,4,30.
4,8,93,-1,6,0,88.
1,3,92,-1,8,8,79.
4,7,51,1,5,1,41.
3,8,59,1,6,6,55.
2,6,57,1,6,7,47.
3,9,73,1,6,7,72.
3,7,94,-1,4,0,83.
1,5,92,1,4,9,79.
3,8,62,-1,5,6,56.
1,2,84,-1,9,8,65.
3,7,66,-1,8,2,53.
1,4,88,1,9,7,73.
3,9,56,-1,5,7,57.
-1,1,87,1,7,8,66.
4,7,60,-1,7,7,52.
2,6,89,1,8,4,80.
3,8,79,1,8,4,75.
1,5,70,-1,8,2,57.
0,1,42,-1,4,5,13.
0,1,56,-1,4,9,28.
4,9,89,1,7,2,85.
3,6,97,1,8,1,86.
1,5,65,1,6,6,54.
-1,1,62,-1,9,9,36.
3,6,45,1,7,2,37.
3,6,67,-1,8,3,57.
1,3,47,1,6,9,25.
4,8,94,1,8,7,89.
0,1,97,1,5,0,71.
0,1,84,-1,6,8,56.
3,6,47,-1,9,5,36.
-1,1,58,-1,5,1,28.
2,6,77,1,4,2,66.
0,1,68,1,7,4,41.
3,6,62,1,8,5,49.
1,3,86,1,7,8,71.
4,8,71,-1,9,1,65.
2,6,49,1,8,4,37.
0,1,66,1,5,6,41.
2,5,88,-1,6,6,74.
3,8,40,-1,6,3,31.
2,3,78,-1,8,2,57.
2,6,68,1,5,7,58.
1,5,98,-1,8,1,82.
2,6,84,1,8,4,74.
-1,1,42,-1,8,9,21.
4,7,90,1,6,4,81.
3,9,86,1,9,0,87.
1,2,76,1,8,6,53.
1,5,70,1,6,3,56.
2,4,50,1,4,9,35.
3,6,61,1,5,1,47.
3,6,57,-1,4,7,48.
0,2,74,1,8,3,52.
0,2,45,1,6,0,19.
2,4,42,1,5,7,27.
-1,1,44,1,7,6,22.
4,9,48,-1,5,2,41.
4,7,67,1,5,2,58.
3,7,58,1,8,6,49.
2,3,67,-1,4,1,43.
2,3,66,1,4,4,43.
-1,1,52,-1,7,6,27.
1,3,77,1,8,5,61.
2,3,82,1,5,9,63.
1,4,92,-1,9,6,77.
1,4,60,-1,4,1,39.
2,3,66,-1,4,6,45.
3,8,85,1,6,1,77.
4,8,45,-1,5,6,34.
0,1,77,-1,8,7,51.
3,7,88,1,4,9,82.
1,2,50,1,8,7,23.
-1,1,86,1,5,4,62.
1,3,80,-1,5,6,60.
2,4,92,1,4,7,75.
3,6,56,-1,7,3,43.
2,5,95,-1,8,1,82.
2,4,78,-1,8,6,65.
4,8,46,-1,6,0,39.
2,4,69,1,5,1,50.
0,2,60,1,5,9,43.
2,3,40,-1,4,6,19.
2,6,64,-1,4,9,49.
4,8,71,1,4,0,64.
3,8,98,1,6,6,92.
3,9,96,-1,7,4,93.
3,7,47,-1,4,2,39.
0,2,44,-1,4,1,20.
3,8,69,-1,9,6,61.
4,7,90,-1,4,8,77.
3,8,47,1,6,8,42.
1,3,88,-1,8,9,72.
4,7,58,1,7,9,46.
4,9,83,-1,8,7,83.
1,3,98,1,9,1,84.
3,6,94,-1,5,0,83.
0,2,69,1,5,7,45.
0,2,54,1,4,1,31.
2,5,75,-1,9,3,62.
1,5,94,-1,8,3,84.
4,7,83,1,6,1,76.
0,2,66,1,7,3,42.
4,7,52,1,8,6,46.
1,5,53,-1,9,5,38.
2,6,76,1,9,9,69.
3,8,93,-1,8,5,88.
2,4,87,-1,7,3,70.
3,7,69,-1,8,1,61.
3,6,78,-1,8,4,66.
0,2,86,-1,7,2,63.
3,8,52,-1,6,2,46.
3,9,97,1,9,3,95.
1,5,55,1,7,4,41.
2,4,83,-1,4,1,62.
3,6,46,1,4,5,31.
4,8,87,1,4,5,81.
1,3,94,-1,4,7,76.
0,1,94,1,5,1,70.
1,4,66,-1,6,7,51.
2,4,84,-1,5,7,69.
0,1,94,-1,8,3,69.
4,9,74,-1,8,6,71.
1,3,54,1,7,6,34.
1,5,67,1,4,0,51.
3,6,74,-1,7,0,60.
3,8,46,1,8,7,43.
3,6,89,-1,4,0,74.
2,3,85,-1,9,2,62.
3,6,89,1,6,5,80.
0,1,90,1,8,7,67.
2,4,85,-1,9,4,65.
3,6,59,1,7,4,47.
3,7,71,-1,9,3,63.
2,3,77,-1,7,3,57.
4,9,79,1,8,6,82.
4,7,71,-1,5,5,60.
0,1,65,1,6,7,38.
0,2,97,-1,9,5,78.
0,1,78,-1,9,9,54.
3,9,59,-1,8,6,59.
4,9,57,-1,8,9,55.
3,7,89,-1,7,9,84.
1,3,54,1,4,4,32.
1,5,91,-1,4,5,75.
1,4,61,1,4,0,40.
4,7,90,1,7,2,85.
3,9,61,1,4,7,56.
1,2,92,-1,8,2,67.
3,8,60,1,5,0,56.
4,9,41,1,5,2,38.
4,9,79,1,5,3,79.
4,7,92,-1,4,7,81.
3,9,82,-1,5,8,80.
3,9,57,-1,9,3,57.
1,3,62,-1,4,6,38.
1,4,52,1,9,0,36.
0,2,80,-1,8,8,58.
2,3,48,1,9,3,28.
1,5,88,-1,8,8,74.
1,5,46,1,7,2,32.
3,6,80,-1,7,4,68.
4,7,93,-1,9,0,83.
4,7,40,-1,6,2,33.
0,1,41,-1,8,4,15.
1,2,43,1,4,5,16.
3,9,53,-1,6,7,48.
